weight,eye_color,hair_color,face_color,mean
0.0,0.62890625,0.9453125,0.765625,0.7799479166666666
1.0,0.69921875,0.984375,0.7578125,0.8138020833333334
3.0,0.73046875,0.99609375,0.7265625,0.8177083333333334
5.0,0.75390625,1.0,0.6953125,0.81640625
8.0,0.75390625,0.99609375,0.6640625,0.8046875
10.0,0.734375,0.98828125,0.6640625,0.7955729166666666
15.0,0.73828125,0.984375,0.58984375,0.7708333333333334
