weight,eye_color,hair_color,face_color,mean
0.0,0.654296875,0.9296875,0.693359375,0.7591145833333334
1.0,0.73046875,0.791015625,0.634765625,0.71875
3.0,0.490234375,0.623046875,0.259765625,0.4576822916666667
5.0,0.44140625,0.650390625,0.19140625,0.427734375
