weight,mean_fidelity,std_fidelity
0.0,0.7708333333333334,0.00637887953849786
1.0,0.84375,0.01816705688928504
3.0,0.8376736111111112,0.0209775103708239
5.0,0.8359375,0.007666459085354013
8.0,0.8098958333333334,0.022199152521778485
10.0,0.7881944444444445,0.01857720013804919
15.0,0.7690972222222222,0.007467296238752311
