weight,eye_color,hair_color,face_color,mean
0.0,0.671875,0.9375,0.75,0.7864583333333334
1.0,0.703125,0.9921875,0.78125,0.8255208333333334
3.0,0.8125,1.0,0.7578125,0.8567708333333334
5.0,0.7578125,1.0,0.7734375,0.84375
