weight,mean_fidelity,std_fidelity
0.0,0.7899305555555555,0.011710709690305581
1.0,0.8359375,0.00736569563735987
3.0,0.857638888888889,0.010488755185411962
5.0,0.8463541666666666,0.012933736480686952
8.0,0.8142361111111112,0.0068350762795241484
10.0,0.8237847222222222,0.01718662315383968
15.0,0.7786458333333334,0.012933736480686929
